,ISBN,Title,Author,Year,Publisher,synopsis,subjects,genres,language,pages,binding,image_url,overview,similarity_score,read
13065,0345382315,The PMS Outlaws: An Elizabeth Macpherson Novel (Elizabeth MacPherson Novels (Hardcover)),Sharyn McCrumb,2000,Ballantine Books,"Bestselling author Sharyn McCrumb, internationally acclaimed for the ""quiet fire""* of her Appalachian Ballad novels, clearly has a dark side--a wicked, sardonic wit that has prompted critics to compare her to Jane Austen and Jonathan Swift. <br>Readers and reviewers alike also have lauded Ms. McCrumb for her inspired chronicles of forensic anthropologist Elizabeth MacPherson. In her newest tale in the MacPherson saga, McCrumb examines society's fascination with beauty--and the deceptiveness of outer appearances. Elizabeth herself, hospitalized for depression over her missing husband, learns that insanity liberates one from polite hypocrisy, enabling a ""crazy lady"" to remark: ""Anorexia is not a disease; it's a career move."" <br>Out in the real world, Elizabeth's brother Bill has bought a stately old mansion to use as his law office, only to find that the house comes with a charming codger-in-residence who is far too old to be a dangerous outlaw. . . isn't he? Meanwhile, the steel magnolia who is Bill's law partner is trying to track down the PMS Outlaws--an escaped convict and her fugitive attorney--who are cruising pickup joints and wreaking a peculiar vengeance on lust-crazed men. <br>Sharyn McCrumb's incisive wit and her genius for mirroring everyday life are once again on full display. The PMS Outlaws is an outrageous parable of modern mores, where beauty is the weapon, and nobody is safe. <br>*The New York Times Book Review <p>""From the Paperback edition.","Fiction, Mystery & Detective, Women Sleuths, Women","Fiction, Mystery & Detective, Women Sleuths",en,295.0,Hardcover,https://images.isbndb.com/covers/26448233482310.jpg,,0.6481598,False
1060,0061012289,A Secret Affair,Barbara Taylor Bradford,1997,HarperTorch,"Seeking some much-needed rest and relaxation after a long stint as a TV-news war correspondent in Bosnia, 33-year-old Bill Fitzgerald travels to Venice. There he is struck by the dark beauty of a young American woman, Vanessa Stewart, a 27-year-old glass designer from New York.Unhappily married, she welcomes a no-strings friendship with Bill. Soon they embark on an illicit affair and find themselves desperately in love. They vow to see each other whenever and wherever they can. But on their third meeting, one of them does not show up.<p> Once again, Barbara Taylor Bradford weaves a love story of uncompromising ardor, this time taking readers through secret trysts in Venice, Manhattan and Southampton. In <i>A Secret Affair,</i> she touches on subjects that will stir the hearts and minds of her readers -- unconditional love and devotion, loyalty and loss.","Fiction, Women, Romance, Contemporary","Fiction, Women, Romance",en,272.0,Mass Market Paperback,https://images.isbndb.com/covers/19412693482209.jpg,,0.6477594,False
321,0312986769,In the Bleak Midwinter (A Rev. Clare Ferguson Mystery),Julia Spencer-Fleming,2003,St. Martin's Minotaur,"<p>Heavy Snow...Icy Desires...Cold-Blooded Murder</p><p>Clare Fergusson, St. Alban's new priest, fits like a square peg in the conservative Episcopal parish at Miller's Kill, New York. She is not just a ""lady,"" she's a tough ex Army chopper pilot, and nobody's fool. Then a newborn infant left at the church door brings her together with the town's police chief, Russ Van Alstyne, who's also ex-Army and a cynical good shepherd for the stray sheep of his hometown. Their search for the baby's mother quickly leads them into the secrets that shadow Miller's Kill like the ever-present Adirondacks. What they discover is a world of trouble, an attraction to each other-and murder... </p><p>""Superb!""<br>-<i>Library Journal</i></p><p>""Terrific action scenes...what really distinguishes<i> In the Bleak Midwinter</i>, however, is the author's skillful portrayal of her protagonist's inner conflict.""<br><i>-Washington Post Book World</i></p><p>""A riveting page-turner from start to finish.""<br>-<i>Publishers Weekly</i> (starred review)</p>","Fiction, Literary, Mystery & Detective, Police Procedural, Women Sleuths","Fiction, Literary, Mystery & Detective",en,370.0,Paperback,https://images.isbndb.com/covers/11436453482299.jpg,,0.6477243,False
912,0449222276,Belgrave Square,Anne Perry,1993,Fawcett Books,"""The author has the eyes of a hawk for character nuance and her claws out for signs of the criminal injustices rampant among the privileged classes during this gilded historical perilousness.""<br>NEW YORK TIMES BOOK REVIEW<br>When low-life moneylender William Weems is found murdered, there are few to mourn his passing. But when Inspector Pitt finds a list containing the names of some of London's most distinguished gentlemen in the murdered man's office, he recognizes the smell of blackmail. Fortunately, Pitt's clever, well-born wife, Charlotte has entree into London's best society. And at glittering balls and over gossipy teas, she observes a world of passion, power, and greed, that is closed to police inspection...<br>","Fiction, Mystery & Detective","Fiction, Mystery & Detective",en,374.0,Paperback,https://images.isbndb.com/covers/25673573482347.jpg,,0.64765155,False
9155,0515132276,Broken Honor,Patricia Potter,2002,Jove Books,"In a stunning follow-up to the breakthrough success of The Perfect Family, bestselling author Patricia Potter turns her talents to the intrigue and romance of the military. <br> Long ago, in the waning years of World War II, a Nazi train was captured by Allies. Its cargo, a fortune in stolen art and gold dust, vanished. Today, two strangers are about to become engulfed in its tantalizing mystery...an unexpected passion...and inescapable peril. <br> ""A master storyteller."" (Debbie Macomber) <br> ""Potter writes romantic adventure like nobody else."" (Joan Johnson)","Fiction, Romance, Contemporary, Historical, Suspense","Fiction, Romance, Contemporary",en,405.0,Mass Market Paperback,https://images.isbndb.com/covers/10714653482371.jpg,,0.6476513,False
14005,0345329821,Raney,Clyde Edgerton,1992,Ballantine Books,"""This book is too good to keep to yourself. Read it aloud with someone you love, then send it to a friend. But be sure to keep a copy for yourself, because you'll want to read it again and again.""<br> Elizabeth Forsythe Hailey<br> Raney is a small-town Baptist. Charles is a liberal from Atlanta. And RANEY is the story of their marriage. Charming, wise, funny, and truthful, it is a novel for everyone to love.<br> ""A real jewel.""<br> RICHMOND TIMES-DISPATCH","Fiction, Sagas, Literary, Psychological","Fiction, Sagas, Literary",en,245.0,Paperback,https://images.isbndb.com/covers/25923303482310.jpg,,0.6469421,False
1962,0345382323,The PMS Outlaws : An Elizabeth MacPherson Novel,Sharyn McCrumb,2001,Bantam Books,"Bestselling author Sharyn McCrumb, internationally acclaimed for the ""quiet fire""* of her Appalachian Ballad novels, clearly has a dark side--a wicked, sardonic wit that has prompted critics to compare her to Jane Austen and Jonathan Swift. <br>Readers and reviewers alike also have lauded Ms. McCrumb for her inspired chronicles of forensic anthropologist Elizabeth MacPherson. In her newest tale in the MacPherson saga, McCrumb examines society's fascination with beauty--and the deceptiveness of outer appearances. Elizabeth herself, hospitalized for depression over her missing husband, learns that insanity liberates one from polite hypocrisy, enabling a ""crazy lady"" to remark: ""Anorexia is not a disease; it's a career move."" <br>Out in the real world, Elizabeth's brother Bill has bought a stately old mansion to use as his law office, only to find that the house comes with a charming codger-in-residence who is far too old to be a dangerous outlaw. . . isn't he? Meanwhile, the steel magnolia who is Bill's law partner is trying to track down the PMS Outlaws--an escaped convict and her fugitive attorney--who are cruising pickup joints and wreaking a peculiar vengeance on lust-crazed men. <br>Sharyn McCrumb's incisive wit and her genius for mirroring everyday life are once again on full display. The PMS Outlaws is an outrageous parable of modern mores, where beauty is the weapon, and nobody is safe. <br>*The New York Times Book Review","Fiction, Humorous, Mystery & Detective, Women Sleuths","Fiction, Humorous, Mystery & Detective",en,312.0,Paperback,https://images.isbndb.com/covers/26448303482310.jpg,,0.64692426,False
13854,0345364279,The Windsor Knot,Sharyn McCrumb,1992,Ballantine Books,"""Delicious. Delightful. A Royal entertainment.""<br> Carolyn G. Hart<br> If forensic anthropologist and ameteur slueth Elizabeth MacPherson is to have tea with the Queen of England, she has to get married first. And in the space of five weeks, she plans to do just that. When an old neighbor receives word that her husband has died again, it's up to Elizabeth to determine just whose ashes the double widow has been cursing at all these years....<br> From Mystery Writers of America award winner Sharyn McCrumb, author of MacPHERSON'S LAMENT, and IF I'D KILLED HIM WHEN I MET HIM...","Fiction, Mystery & Detective, Women Sleuths, Amateur Sleuth, Thrillers, Crime","Fiction, Mystery & Detective, Women Sleuths",en,217.0,Mass Market Paperback,https://images.isbndb.com/covers/26267823482310.jpg,,0.64689845,False
3549,0440235146,A Sudden Change of Heart,Barbara Taylor Bradford,1999,Dell Publishing Company,"From master storyteller Barbara Taylor Bradford comes a magnificent new novel, a powerful, moving story of two women, two families, and an extraordinary friendship challenged by tragedy and a devastating secret from the past....<br><br>Some secrets are too terrible to share--even with your best friend....<br><br>Nothing hurts like the truth.  A truth that has haunted Claire Benson all her life. A truth that Claire has revealed to no one, not even to her best friend, International art dealer Laura Valiant. But the friendship that has sheltered both women throughout childhood, marriage and divorce is about to meet its greatest test.  Suddenly old nightmares surface as Claire turns to her dearest friend for help.  And as Laura's career leads her into the past, in an investigation of artwork stolen by the Nazis, she uncovers disturbing links to the present, to Claire, and a profoundly personal reason to follow a twisted trail to its surprising end....","Fiction, Women, Family Life, Thrillers, Suspense","Fiction, Women, Family Life",en,400.0,Mass Market Paperback,https://images.isbndb.com/covers/20059733482344.jpg,,0.6466706,False
4093,0446515078,Scarlett: The Sequel to Margaret Mitchell's Gone With the Wind,Alexandra Ripley,1991,Warner Books Inc,"Rarely is there a publishing event as anxiously-awaited, as talked-about, and as thrilling as this one. Backed by a blockbuster program of publicity, advertising, and promotion, Scarlett is going to be one of the books on everyone's must-have reading list. Alexandra Ripley is one of today's foremost creators of serious Southern historical fiction, and after an exhaustive search by Mithcell's estate, she was chosen to write the sequel to perhaps the greatest love story of all time.","Fiction, Historical, Romance","Fiction, Historical, Romance",en,823.0,Hardcover,https://images.isbndb.com/covers/26687443482346.jpg,,0.6466102,False
3435,0553285785,Public Secrets,Nora Roberts,1990,Bantam,"<b><i>New York Times </i>bestselling author Nora Roberts deftly blends romance and suspense in this compelling novel of a woman whose career, marriage, and very life are threatened by the truth about her own past.</b><br> <br>Emma McAvoy may have grown up in the limelight, but some secrets are hidden in a darkness no light can reach. Now on the verge of a successful career, and having fallen in love with the man of her dreams, Emma is looking to the future. Yet it’s the past that is about to catch up with her.<br> <br>For Emma, her childhood had been almost like a rags-to-riches fairy tale—until the tragic night that changed her family forever. But what Emma thinks she knows about that terrible night and the man she’s about to marry is only half the truth. The other half is locked away in the last place she’d ever think to look: her own memories. It’s a mystery a handsome and relentlessly driven homicide detective needs to solve in a case that’s haunted him for years—and a secret someone will kill to keep.","Fiction, Romance, Contemporary, Suspense","Fiction, Romance, Contemporary",en,512.0,Mass Market Paperback,https://images.isbndb.com/covers/27134533482384.jpg,,0.64601934,False
8681,0743225120,A Child's Book of True Crime,Chloe Hooper,2002,Scribner,"While having a passionate affair with the father of Lucien, one of her brightest students, Kate Byrne learns that Lucien's mother has just published a novel about the brutal murder of a young adultress that occured twenty years ago, and when Lucien begins drawing violent images, Kate becomes obsessed with the murder, risking the chance of suffering the same fate as the murdered adultress. 100,000 first printing.","TEACHERS_FICTION, FICTION_MYSTERY & DETECTIVE_GENERAL, AUSTRALIA_FICTION","TEACHERS_FICTION, FICTION_MYSTERY & DETECTIVE_GENERAL, AUSTRALIA_FICTION",en,240.0,Hardcover,https://images.isbndb.com/covers/16694123482452.jpg,,0.64598155,False
11324,0451404467,Midnight Star,Catherine Coulter,1996,Topaz,"The second book in the acclaimed ""Star"" saga, now repackaged, tells the story of British heiress Chauncey Fitzhugh, who has come to San Francisco to exact revenge on the man she believes ruined her father. But he is not the scoundrel she expected. He is charming, rich, handsome--and as elusive as a wisp of smoke.","Fiction, Romance","Fiction, Romance",en,461.0,Mass Market Paperback,https://images.isbndb.com/covers/19409743482348.jpg,,0.6459612,False
7500,0140264795,Rosie: A Novel,Anne Lamott,1997,Penguin Books,"<b>From the <i>New York Times</i> bestselling author of <i>Help, Thanks, Wow</i>; <i>Small Mercies</i>; and <i>Stitches</i>, a wise and witty novel about motherhood. Look out for Anne's next book,<i> Hallelujah Anyway</i>, coming in 2017.</b><br><br>In Anne Lamott’s wise and witty novel, the growing pains of motherhood are portrayed with rare humor and honesty. If Elizabeth Ferguson had her way, she’d spend her days savoring good books, cooking great meals, and waiting for the love of her life to walk in the door. But it’s not a man she’s waiting for, it’s her daughter, Rosie—her wild-haired, smart-mouthed, and wise-beyond-her-years alter ego. With Rosie around, the days aren’t quite so long, but Elizabeth can’t keep the realities of the world at bay, and try as she might, she can’t shield Rosie from its dangers or mysteries. As Rosie grows older and more curious, Elizabeth must find a way to nurture her extraordinary daughter—even if it means growing up herself.","Fiction, Literary, Family Life, Sagas","Fiction, Literary, Family Life",en,288.0,Paperback,https://images.isbndb.com/covers/25535683482237.jpg,,0.645848,False
13576,0743436601,The Women of Primrose Creek (Omnibus) : Bridget/Christy/Skye/Megan,Linda Lael Miller,2002,Pocket,"<b> Bridget </b> She lost her husband to the Civil War; now, starting a new life out West, she never dreamed his best friend, Trace Qualtrough, could spark a forbidden passion. <b> Christy </b> All she wanted was a secure, steady home life in Primrose Creek. Lawman Zachary Shaw was hardly husband material -- but he surely sent her heart pounding wildlyŠ. <b> Skye </b> Lumber baron Jake Vigil took a chance on Skye's sweet and healing love. Now, their delicate bond faces the ultimate test when a business deal threatens to tear them apart. <b> Megan </b> A shocking revelation greets Megan when she returns to Primrose Creek. Will placing her trust in landowner Webb Stratton bring hope -- or more heartache?","Fiction, Romance, Historical","Fiction, Romance, Historical",en,704.0,Paperback,https://images.isbndb.com/covers/18808933482452.jpg,,0.645713,False
7459,0821775472,When We Touch (Zebra Historical Romance),Shannon Drake,2004,Zebra Books,"The New York Times bestselling author transports readers back to Victorian London, where amidst the very real dangers of the time a bevy of lovers stumble upon a spectacle of sin and scandal. Original.","Fiction, Romance, Historical","Fiction, Romance, Historical",en,444.0,Mass Market Paperback,https://images.isbndb.com/covers/15795593482480.jpg,,0.6456034,False
10873,0553290789,Genuine Lies,Nora Roberts,1999,Bantam,"<b><i>New York Times</i> bestselling author Nora Roberts weaves scandal, celebrity secrets, and murder into an explosive novel of Hollywood almost too wicked not to be true: the story of a legendary actress who knows too much—and the woman she’s chosen to reveal it all. . . . </b><br> <b><br> </b>Eve Benedict is the kind of subject who could make any biographer’s career. Last of the movie goddesses, she has two Oscars, four ex-husbands, and a legion of lovers, both famous and infamous. Now she is ready to write a tell-all memoir that has even Hollywood’s richest and most powerful worried.<br><br> Julia Summers never dreamed of being chosen to tell Eve’s story. But even if it means transplanting herself and her ten-year-old son from their quiet life in Connecticut to the withering limelight of Beverly Hills, it’s an opportunity too great to pass up. But Julia never imagined how far someone would go to keep Eve Benedict’s book from being published . . . until she discovers just how dark Eve’s secrets are. And the one man Julia hopes she can trust—Eve’s stepson, Paul Winthrop—may have the most to gain if his stepmother’s story is never told . . . and if Julia’s life ends before she can write a word of the truth. <br><br><b>“Roberts does a beautiful job weaving together the movie star’s tittilating tales and the love story that develops.”—<i>USA Today</i></b>","Fiction, Romance, Suspense, Contemporary, Women","Fiction, Romance, Suspense",en,528.0,Mass Market Paperback,https://images.isbndb.com/covers/27184473482384.jpg,,0.6454493,False
9531,1550810510,Random Passage,Bernice Morgan,1992,Breakwater Books Ltd,"Forced to flee England, the Andrews family books passage to a fresh start in a distant country, only to discover a barren, inhospitable land at the end of their crossing. To seventeen-year-old Lavinia, uprooted from everything familiar, it seems a fate worse than the one they left behind. Driven by loneliness she begins a journal. Random Passage satisfies the craving for those details that headstones and history books can never give: the real story of our Newfoundland ancestors, of how time and chance brought them to the forbidding shores of a new found land. It is a saga of families and of individuals; of acquisitive Mary Bundle; of charming Ned Andrews, whose thievery has turned his family into exiles; of mad Ida; of Thomas Hutchings, who might be an aristocrat, a holy man, or a murderer; and of Lavinia - who wrote down the truth and lies about them all. Random Passage has been adapted into a CBC miniseries and is now a national bestseller.","Fiction, Historical, Literary","Fiction, Historical, Literary",en,269.0,Paperback,https://images.isbndb.com/covers/3840563482740.jpg,,0.6453663,False
9838,0449219828,Scandalous Risks,Susan Howatch,1991,Fawcett Books,"<i>The Washington Post Book World</i> has proclaimed that “Susan Howatch may well become the Anthony Trollope of the twentieth century.” Now, in <i>Scandalous Risks, </i>Howatch returns us to the English town of Starbridge, home to a great medieval cathedral and the religious, political, and sexual intrigues that whirl around it. It is into this charged atmosphere—in the already overheated 1960s—that a young woman searching for meaning in her life, and an older man prominent in the Church, begin moving inexorably toward emotional collision.<br><br>As Venetia Flaxton edges closer to the threshold of a love affair with Neville Aysgarth, who is Dean of the Cathedral and old enough to be her father, his hidden emotional past and her moral conflict in the present lead them deeper and deeper into the mysteries of the human heart and soul. Here is a powerful and moving novel of good and evil, resolve and temptation, hope and despair.<br><br><b>Praise for <i>Scandalous Risks</i></b><br><br>“Wonderful.”<b>—<i>The Cleveland Plain Dealer<br></i></b><br>“Howatch is at her best when dealing with conflict, bringing a passion and tension to her portarit of people facing moral dilemmas.”<b>—<i>The Washington Post<br></i></b><br>“Keep[s] one turning the pages.”<b>—<i>The New York Times Book Review<br></i></b><br>“Passionate.”<b>—<i>Entertainment Weekly</i></b>","Fiction, Historical, Religious, Romance, 20th Century","Fiction, Historical, Religious",en,480.0,Mass Market Paperback,https://images.isbndb.com/covers/25649163482347.jpg,,0.64532113,False
4599,0440234700,The Bridegroom,Joan Johnston,1999,Island,"He vowed to wed, bed, and abandon her. But love got in the way...<br><br>Joan Johnston sweeps you back to Regency era England and Scotland with a love story that will take your breath away. Here is romance at its best as Johnston brings back unforgettable characters from her bestsellers <b>Captive</b>, <b>After the Kiss</b>, and <b>The Bodyguard</b> in a spellbinding novel of seduction and betrayal.<br><br>She was the reigning belle of the <i>ton</i> for the fourth Season in a row, but Lady Regina Wharton, the Duke of Blackthorne's daughter, was determined to avoid the perils of marriage. She had already seen enough to distrust all men. Then Clay Bannister, the dashing Earl of Carlisle, dared to steal a kiss and stir new and exciting desires.<br><br>Scarred by tragedy, Carlisle intrigued her with his mysterious past and his dark, dangerous charm. She never suspected she was about to marry her father's most vengeful enemy—or that her greatest defense would be the passions he could not resist....","Fiction, Romance, Historical, Regency, Scottish","Fiction, Romance, Historical",en,384.0,Mass Market Paperback,https://images.isbndb.com/covers/20055323482344.jpg,,0.64483666,False
2076,1400061598,"The Art of Mending : A Novel (Berg, Elizabeth)",ELIZABETH BERG,2004,Random House,"It begins with the sudden revelation of astonishing secrets—secrets that have shaped the personalities and fates of three siblings, and now threaten to tear them apart. In renowned author Elizabeth Berg’s moving new novel, unearthed truths force one seemingly ordinary family to reexamine their disparate lives and to ask themselves: Is it too late to mend the hurts of the past?<br/><br/>Laura Bartone anticipates her annual family reunion in Minnesota with a mixture of excitement and wariness. Yet this year’s gathering will prove to be much more trying than either she or her siblings imagined. As soon as she arrives, Laura realizes that something is not right with her sister. Forever wrapped up in events of long ago, Caroline is the family’s restless black sheep. When Caroline confronts Laura and their brother, Steve, with devastating allegations about their mother, the three have a difficult time reconciling their varying experiences in the same house. But a sudden misfortune will lead them all to face the past, their own culpability, and their common need for love and forgiveness.<br/><br/>Readers have come to love Elizabeth Berg for the “lucent beauty of [her] prose, the verity of her insights, and the tenderness of her regard for her fellow human” (Booklist). In The Art of Mending, her most profound and emotionally satisfying novel to date, she confronts some of the deepest mysteries of life, as she explores how even the largest sins can be forgiven by the smallest gestures, and how grace can come to many through the trials of one.","SIBLINGS_FICTION, FICTION_PSYCHOLOGICAL, FICTION_SAGAS","SIBLINGS_FICTION, FICTION_PSYCHOLOGICAL, FICTION_SAGAS",en,256.0,Hardcover,https://images.isbndb.com/covers/12984003482686.jpg,,0.6445954,False
3853,0140434003,Jane Eyre (Penguin Classics),Charlotte Bronte,1996,Penguin Books,"Jane Eyre is a wildly emotional romance with a lonely heroine and a tormented Byronic hero, pathetic orphans, dark secrets, and a madwoman in the attic. When it was<br/>published in 1847, it was a great popular success. The power of the writing, the masterly<br/>handling of the narrative, and the boldly realistic style were much admired. But many found it difficult to believe that Currer Bell, the pseudonymous author, was Charlotte Brontë , a young woman from a bleak Yorkshire parsonage.","BRITISH AND IRISH FICTION (FICTIONAL WORKS BY ONE AUTHOR), ENGLAND_FICTION, MAN-WOMAN RELATIONSHIPS_FICTION","BRITISH AND IRISH FICTION (FICTIONAL WORKS BY ONE AUTHOR), ENGLAND_FICTION, MAN-WOMAN RELATIONSHIPS_FICTION",fr,633.0,Paperback,https://images.isbndb.com/covers/27227793482237.jpg,,0.64451265,False
5679,038075620X,Night Fire,Catherine Coulter,1989,Avon,"<p>Dear Reader: </p> <p><i>Night Fire</i>, the first of the <i>Night</i> Trilogy, was first published in early 1989. I haven't rewritten it, just cleaned it up a bit and Avon books has given it a wonderful new cover.</p> <p>Arielle Leslie is a sixteen-year-old girl forced to wed Paisley Cochrane, a sadistic old man who abuses her. When he dies, she believes herself free. But she's not.</p> <p>Burke Drummond, Earl of Ravensworth -- a young man she'd worshipped three years before -- is home from the wars, and he wants her. When he catches her, he's in for an appalling surprise.</p> <p>I hope Burke and Arielle are two people who will touch you as deeply as they touched me. They face problems and obstacles never spoken of in Regency times. </p> <p>If you haven't yet read <i>Night Fire</i>, do give it a try.</p> <p> -- Catherine Coulter</p>","Fiction, Romance, Historical, Erotic","Fiction, Romance, Historical",en,400.0,Mass Market Paperback,https://images.isbndb.com/covers/15071923482323.jpg,,0.6444627,False
1793,0440225892,"The Heiress (Bride Quest Series, 3)",Claire Delacroix,1999,Dell Publishing Company,"""When you open a book by Claire Delacroix, you open a treasure chest of words, rare and exquisite!""<br> --<i>Rendezvous</i><br> <br> <br> ""I seek a bride, the wealthiest heiress in Ireland.""<br> <br> No woman can resist the charms of Rowan de Montvieux. But the dashing rogue is in no hurry to marry--until his family dares him to find a bride . . . or risk losing his inheritance. So Rowan sets out on a Bride Quest, vowing to wed only . . .<b>The Heiress</b>.<br> <br> But his journey is interrupted when a slave merchant offers to sell him a ragged peasant girl who carries herself like a queen. Intrigued and never imagining she is the sought-after Bronwyn of Ballyroyal, an heiress in disguise, Rowan buys her, offering her his protection if she will lead him to the bride he seeks.<br> <br> Never has he met a woman so proud, so beautiful, so defiant. He suspects she is no commoner and vows to uncover her secrets and melt her fiery resolve. But the perilous voyage to Ireland kindles passions that risk both their lives, as the slave girl who would not be mastered slowly takes possession of his wary heart. . . .<br> <br> <br> Don't miss the first two novels in the breathtaking Bride Quest trilogy: <b>The Princess</b> and <b>The Damsel</b>, both available from Dell.","Fiction, Romance, Historical","Fiction, Romance, Historical",en,364.0,Paperback,https://images.isbndb.com/covers/19967223482344.jpg,,0.6441201,False
11247,0345450728,Distant Shores,Kristin Hannah,2003,Ballantine Books,"<b><i>NEW YORK TIMES</i> BESTSELLER • The beloved author of <i>The Women </i>explores the heartbreaking choices facing a couple who have forgotten how to love each other.<br><br>“Hannah examines whether love and commitment are enough to sustain a marriage when two people who have put their individual dreams on ice get a chance to defrost them . . . in fast-moving prose punctuated by snappy asides.”—<i>People</i></b><br><br>Elizabeth and Jackson Shore married young, raised two daughters, and weathered the storms of youth as they built a family. From a distance, their lives look picture perfect. But after the girls leave home, Jack and Elizabeth quietly drift apart. When Jack accepts a wonderful new job, Elizabeth puts her own needs aside to follow him across the country. <br><br>Then tragedy turns Elizabeth’s world upside down. In the aftermath, she questions everything about her life—her choices, her marriage, even her long-forgotten dreams. In a daring move that shocks her husband, friends, and daughters, she lets go of the woman she has become—and reaches out for the woman she wants to be.","Fiction, Women, Sagas, Romance, Contemporary","Fiction, Women, Sagas",en,416.0,Mass Market Paperback,https://images.isbndb.com/covers/27132323482310.jpg,,0.64406097,False
9656,0679766626,Last Orders,Graham Swift,1997,Vintage Books USA,"Four men gather in a London pub. They have taken it upon themselves to carry out the last orders of Jack Dodds, master butcher, and deliver his ashes to the sea. As they drive towards the fulfillment of their mission, their errand becomes an extraordinary journey into their collective and individual pasts. Braiding these men's voices, and that of Jack's widow, into a choir of sorrow and resentment, passion and regret, Swift creates a testament to a changing England and to enduring mortality. <br><br><br><br>""Swift has involved us in real, lived lives...Quietly, but with conviction, he seeks to affirm the values of decency, loyalty, love.""--New York Review of Books<br><br><br>""A beautiful book...a novel that speaks profoundly of human need and tenderness. Even the most cynical will be warmed by it.""--San Francisco Chronicle","Fiction, Literary, Psychological, Friendship","Fiction, Literary, Psychological",en,304.0,Paperback,https://images.isbndb.com/covers/28082383482429.jpg,,0.6436182,False
2882,0140434186,Wuthering Heights (Penguin Classics),Emily Bronte,1996,Penguin Books,"Emily Bronte's only novel appeared to mixed reviews in 1847, a year before her death at the age of thirty. In the relationship of Cathy and Heathcliff, and in the wild, bleak Yorkshire Moors of its setting, Wuthering Heights creates a world of its own, conceived with a disregard for convention, an instinct for poetry and for the dark depths of human psychology that make it one of the greatest novels of passion ever written.","Fiction, Classics, Literary","Fiction, Classics, Literary",en,353.0,Mass Market Paperback,https://images.isbndb.com/covers/27229643482237.jpg,,0.6433386,False
4644,1853261912,Mrs. Dalloway (Wordsworth Collection),Virginia Woolf,1999,NTC/Contemporary Publishing,"<p>With an Introduction and Notes by Merry M. Pawlowski, Professor and Chair, Department of English, California State University, Bakersfield.</p> <p>Virginia Woolf's singular technique in Mrs Dalloway heralds a break with the traditional novel form and reflects a genuine humanity and a concern with the experiences that both enrich and stultify existence.</p> <p>Society hostess, Clarissa Dalloway is giving a party. Her thoughts and sensations on that one day, and the interior monologues of others whose lives are interwoven with hers gradually reveal the characters of the central protagonists. Clarissa's life is touched by tragedy as the events in her day run parallel to those of Septimus Warren Smith, whose madness escalates as his life draws toward inevitable suicide.</p>","Fiction, Classics, Literary, Psychological, Women, Family Life, Marriage & Divorce","Fiction, Classics, Literary",en,141.0,Paperback,https://images.isbndb.com/covers/23175033482847.jpg,,0.6432972,False
14275,0380763397,Only Mine,Elizabeth Lowell,1992,Avon,"<p>Whether she′s creating incomparable love stories of passion and redemption or breathtaking tales of romantic suspense, there is simply no finer storyteller at work today than the phenomenal New York Times bestseller Elizabeth Lowell.</p> <p> The bastard son of a viscount and a Cheyenne shaman′s daughter, Wolfe Lonetree agrees to rescue the pampered Lady Jessica from an unwanted impending wedding -- but only if she will be his wife. </p> <p> Naive and shockingly innocent, Lady Jessica Charteris tricked a rugged, handsome stranger into a marriage in name only in order to escape a union with a vile British lord. Totally unprepared for the hardships awaiting her in America, she is terrified by the prospect of life in the harsh and magnificent land at the edge of the Rockies. But even more frightening is Wolfe himself -- a man whose raw sensuality leaves her breathless. Her proud, virile new ""husband"" is not one to be trifled with, nor will he be denied what his heart fervently desires -- for only in Wolfe Lonetree′s arms can Jessica truly learn the unparalleled joy of becoming the right man′s woman.</p>","Fiction, Romance, Historical","Fiction, Romance, Historical",en,400.0,Mass Market Paperback,https://images.isbndb.com/covers/15143823482323.jpg,,0.6432787,False
1245,0380812029,All About Passion (Cynster Novels),Stephanie Laurens,2001,Avon,"<p>New York Times bestselling Australian author Stephanie Laurens delivers the latest tale in the immensely popular Cynster series. When Chillington is elected an ′honorary Cynster′ at the end of All About Love, he knows he needs a wife , and an heir. His goal; a simple marriage without romance. He agrees to marry a woman he believes to be pliant and quiet. Unfortunately for him, the woman he thinks is Francesca Rawling is really her cousin, Franni.Francesca herself is proud, passionate and opinionated in short, the perfect bride for a Cynster...</p>","Fiction, Romance, Historical","Fiction, Romance, Historical",en,448.0,Mass Market Paperback,https://images.isbndb.com/covers/15630113482323.jpg,,0.643277,False
11118,0804119732,Lord of Ice,Gaelen Foley,2002,Ivy Books,"<b><i>Celebrated as an extraordinary new talent in romance, Gaelen Foley astounds readers with her vibrant stories of passion and adventure. Now, hot on the heels of her daring </i>Lord of Fire<i>, she spins the powerful tale of a hero tempted by the one woman he is forbidden to love. . . . <br></i></b><br>Damien Knight, the earl of Winterley, is proud, aloof, and tormented by memories of war. Though living in seclusion, he is named guardian to a fellow officer’s ward. Instead of the young homeless waif he was expecting, however, Miranda FitzHubert is a stunning, passionate beauty who invades his sanctuary and forces him back into society. Struggling to maintain honor and self-control, Damien now faces an even greater threat: desire.<br><br>A bold, free spirit, Miranda has witnessed the darkest depths of Damien’s soul–and has seen his desperate need for love. But before she can thaw his unyielding heart, she must endure a terrifying nightmare of her own. . . .","Fiction, Romance, Historical, Regency, Suspense, Action & Adventure","Fiction, Romance, Historical",en,432.0,Mass Market Paperback,https://images.isbndb.com/covers/7752873482474.jpg,,0.64319706,False
