ISBN,Mean_Rating,Title,Author,Year,Publisher
1551664852,0.4,Kiss The Moon,Carla Neggers,1999.0,Mira
1551664879,1.7222222222222223,Reunion,Sharon Sala,1999.0,Mira
1551664909,0.6,"Luke (Blake, Jennifer, Louisiana Gentlemen Series.)",Jennifer Blake,1999.0,Mira
1551664917,2.4166666666666665,Charm School,Susan Wiggs,1999.0,Mira
1551664933,0.7647058823529411,Plucking The Apple,Elizabeth Palmer,1999.0,Mira
1551664968,1.588235294117647,Confession,Elizabeth Gage,1999.0,Mira
1551664976,0.8636363636363636,Cause For Alarm,Erica Spindler,1999.0,Mira
1551664992,1.75,Lost Highways,Curtiss Matlock,1999.0,Mira
155166500X,0.8,Independent Wife (Calhoun Women),Linda Howard,1999.0,Mira
1551665026,0.75,Promise Texas,Debbie Macomber,1999.0,Mira
1551665042,0.5625,More Than You Know,Helen Myers,1999.0,Mira
1551665050,0.8461538461538461,Ports Of Call,Sally Fairchild,1999.0,Mira
1551665085,0.4166666666666667,Swept Away,Candace Camp,1999.0,Mira
1551665093,2.3333333333333335,Summer's Child,Diane Chamberlain,2000.0,Mira
1551665107,0.4444444444444444,Jane Doe,R.J. Kaiser,1999.0,Mira
1551665166,1.5,Crashing Down,Meg O'Brien,1999.0,Mira
1551665182,1.3076923076923077,Stud,Barbara Delinsky,1999.0,Mira
1551665204,3.0476190476190474,Baby Farm,Karen Harper,1999.0,Mira
1551665239,0.0,ONE SUMMER EVENING,Mary Lynn Baxter,1999.0,Mira
1551665247,2.1,Ghost Of A Chance,Jayne Ann Krentz,1999.0,Mira
1551665301,2.9375,Book Club,Mary Alice Monroe,1999.0,Mira
155166531X,2.423076923076923,Tiger Prince,Sandra Brown,1999.0,Mira
1551665336,0.21739130434782608,Moon Over Water,Debbie Macomber,1999.0,Mira
1551665344,2.15,Horsemasters Daughter,Susan Wiggs,1999.0,Mira
1551665352,2.227272727272727,Remember Me,Sharon Sala,1999.0,Mira
1551665379,0.5384615384615384,Guilt By Silence,Taylor Smith,2000.0,Mira
1551665395,1.7222222222222223,Paper Rose,Diana Palmer,1999.0,Mira
1551665409,1.0,God Bless This Child,Ellen Feldman,1999.0,Mira
155166545X,2.0952380952380953,House On Olive Street,Robyn Carr,1999.0,Mira
1551665514,1.2142857142857142,All Fall Down (Mira),Erica Spindler,2000.0,Mira
1551665522,1.6,Stolen Heart (Mira),Candace Camp,2000.0,Mira
1551665549,0.0,Snow In September,Rachel Lee,2000.0,Mira
1551665557,1.0909090909090908,Family Way,Jayne Ann Krentz,1999.0,Mira
1551665700,0.0,Whiskey Island,Emilie Richards,2000.0,Mira
1551665719,1.0625,Shadows At Sunset,Anne Stuart,2000.0,Mira
1551665727,2.1818181818181817,Lost (Mira),Helen Myers,2000.0,Mira
1551665735,3.272727272727273,Perfect Evil (Mira),Alex Kava,2000.0,Mira
1551665743,3.5,Mackenzie'S Mountain,Linda Howard,2000.0,Mira
155166576X,1.5714285714285714,"Dakota Born (Dakota Trilogy, Book 1)",Debbie Macomber,2000.0,Mira Books
1551665778,0.5333333333333333,Enemy Within (Mira),Christiane Heggan,2000.0,Mira Books
1551665794,2.238095238095238,Twelve Across,Barbara Delinsky,2000.0,Mira
1551665816,0.0,Expose (Mira),Laura Van Wormer,2000.0,Mira
1551665824,2.217391304347826,Waterfall,Carla Neggers,2000.0,Mira
1551665840,0.8,Return,Dinah Mccall,2000.0,Mira
1551665859,2.6,Fit For A King (Mira),Diana Palmer,2000.0,Mira
1551665867,0.0,Sacred Trust,Meg O'Brien,2000.0,Mira
1551665891,1.8181818181818181,Down To The Bone,Karen Harper,2000.0,Mira
1551665921,2.1538461538461537,The Hostage,Susan Wiggs,2000.0,Mira Books
1551665956,1.6875,Between The Lines,Jayne Ann Krentz,2000.0,Mira
1551665964,0.6923076923076923,Bride Of Black Douglas (Mira),Elaine Coffman,2000.0,Mira
1551665972,5.7,East Of Peculiar,Suzann Ledbetter,2000.0,Mira
1551666006,2.6153846153846154,Angel Mine (Mira),Sherryl Woods,2000.0,Mira
1551666014,2.857142857142857,Tomorrow's Promise: Can the Heart Let Go of Yesterday?,Sandra Brown,2000.0,Mira
1551666022,2.3846153846153846,"Dakota Home (Dakota Trilogy, Book 2)",Debbie Macomber,2000.0,Mira
1551666081,1.6666666666666667,Refuge (Mira),Jasmine Cresswell,2000.0,Mira
1551666103,2.4761904761904763,The Mistress,Susan Wiggs,2000.0,Mira
1551666138,2.375,Return To Promise (Mira),Debbie Macomber,2000.0,Mira
1551666146,0.0,Glamour Puss (Mira),R. J. Kaiser,2000.0,Mira Books
1551666154,1.3636363636363635,All Smiles,Stella Cameron,2000.0,Mira Books
1551666162,2.8,Butterfly (Mira),Sharon Sala,2000.0,Mira
1551666170,1.2727272727272727,Lord Of The Desert (Mira),Diana Palmer,2000.0,Mira
1551666189,3.5,Manhunting (Mira),Jennifer Crusie,2000.0,Mira
1551666219,0.2631578947368421,Savage Desire (Mira),Rosemary Rogers,2000.0,Mira
1551666235,1.8,Wild Enough For Willa (Mira),Ann Major,2000.0,Mira
1551666251,1.8,Fruitcake (Mira),R.J. Kaiser,2000.0,Mira
1551666308,0.6666666666666666,"Roan (Blake, Jennifer, Louisiana Gentlemen Series.)",Jennifer Blake,2000.0,Mira
1551666480,2.0833333333333335,Deadly Intent,Christiane Heggan,2003.0,Mira
1551666510,1.7777777777777777,The Harbor,Carla Neggers,2003.0,Mira
1551666537,2.130434782608696,Through My Eyes,Barbara Delinsky,2003.0,Mira
1551666561,1.7297297297297298,Letting Go,Pamela Morsi,2003.0,Mira Books
155166657X,1.2857142857142858,Secrets of the Heart,Candace Camp,2003.0,Mira Books
1551666588,0.4444444444444444,With Malice,Rachel Lee,2003.0,Mira Books
1551666596,2.3846153846153846,No Sanctuary,Helen R Myers,2003.0,Mira
155166660X,1.3333333333333333,Final Exit,Laurie Breton,2003.0,Mira Books
1551666618,0.9285714285714286,Impetuous Innocent,Stephanie Laurens,2003.0,Mira
1551666650,1.0465116279069768,Hurricane Bay,Heather Graham,2003.0,Mira Books
1551666669,1.3157894736842106,About Adam,Stella Cameron,2003.0,Mira Books
1551666677,1.4545454545454546,Grace Notes,Charlotte Allen,2003.0,Mira Books
1551666685,2.4444444444444446,Embrace the Twilight,Maggie Shayne,2003.0,Mira Books
1551666693,2.25,Deadly Remedy (Rhea Lynch Novels),Gwen Hunter,2003.0,Mira Books
155166674X,2.111111111111111,Between Friends,Debbie Macomber,2003.0,Mira Books
1551666758,2.125,The Perfect Lie,Dinah Mccall,2003.0,Mira
1551666766,3.923076923076923,Naughty Marietta,Nan Ryan,2003.0,Mira Books
1551666804,5.363636363636363,Forever Blue,Suzanne Brockmann,2003.0,Mira Books
1551666839,2.4166666666666665,Dead Run,Erica Spindler,2003.0,Mira
1551666847,1.1176470588235294,Cold Ridge,Carla Neggers,2003.0,Mira
1551666855,1.9166666666666667,The Love Knot,Rebecca Brandewyne,2003.0,Mira
1551666863,2.8333333333333335,His Touch,Mary Lynn Baxter,2003.0,Mira Books
1551666898,2.25,The Drifter,Susan Wiggs,2003.0,Mira Books
1551666901,5.416666666666667,Changing Habits,Debbie Macomber,2003.0,Mira
1551666928,2.2142857142857144,Desperado,Diana Palmer,2003.0,Mira
1551666936,2.4444444444444446,Prospect Street,Emilie Richards,2003.0,Mira
1551666944,1.6875,Into The Fire,Anne Stuart,2003.0,Mira
1551666952,2.15,The Falls,Karen Harper,2003.0,Mira
1551666960,2.769230769230769,The Delaney Woman,Jeanette Baker,2003.0,Mira
1551667002,2.5135135135135136,Skyward,Mary Alice Monroe,2003.0,Mira Books
1551667010,1.9411764705882353,The Soul Catcher: A Maggie O'Dell Novel,Alex Kava,2003.0,Mira
1551667029,1.7,Heart On The Line,Judith Arnold,2003.0,Mira
155166710X,1.4,A Summer Affair,Susan Wiggs,2003.0,Mira
1551667118,1.2380952380952381,On The Edge: 3 Novels in 1,Heather Graham,2003.0,Mira
1551667126,1.4,Dead Ringer,Jasmine Cresswell,2003.0,Mira Books
1551667142,3.2,Flash Point,Metsy Hingle,2003.0,Mira
1551667150,3.769230769230769,The Widows Of Wichita County,Jodi Thomas,2003.0,Mira
1551667177,2.272727272727273,At The Stroke Of Madness (Maggie O'Dell Novels (Hardcover)),Alex Kava,2003.0,Mira Books
1551667193,2.977777777777778,311 Pelican Court,Debbie Macomber,2003.0,Mira Books
1551667215,1.7391304347826086,The Book Club,Mary Alice Monroe,2003.0,Mira
1551667223,2.193548387096774,Flamingo Diner,Sherryl Woods,2003.0,Mira
1551667290,2.0,Mesmerized,Candace Camp,2003.0,Mira
1551667304,1.0769230769230769,Undressed,Stef Ann Holm,2003.0,Mira
1551667312,1.5454545454545454,Pulse Points,Mary Lynn Baxter,2003.0,Mira
1551667339,2.5,White Lies,Linda Howard,2003.0,Mira
1551667363,3.3125,The Snow Bride,Debbie Macomber,2003.0,Mira
1551667371,1.1363636363636365,Thicker Than Water,Maggie Shayne,2003.0,Mira Books
155166738X,1.3333333333333333,The Highlander,Elaine Coffman,2003.0,Mira Books
1551667398,1.5,The Bad Witness,Laura Van Wormer,2003.0,Mira Books
1551667401,2.3333333333333335,Out Of The Dark,Sharon Sala,2003.0,Mira
155166741X,1.6363636363636365,The Hot Ladies Murder Club,Ann Major,2003.0,Mira Books
1551667428,1.7142857142857142,After Midnight,Diana Palmer,2003.0,Mira Books
1551667436,2.186046511627907,Strange Bedpersons,Jennifer Crusie,2003.0,Mira
1551667479,1.8095238095238095,The Other Twin,Katherine Stone,2003.0,Mira
1551667495,0.38461538461538464,Skeletons,Kate Wilhelm,2003.0,Mira
1551667509,2.5,Haunted,Heather Graham,2003.0,Mira
1551667517,4.529411764705882,Forbidden Fruit (Mira),Erica Spindler,2003.0,Mira
1551667592,1.7333333333333334,Frisco's Kid,Suzanne Brockmann,2003.0,Mira
1551667827,0.0,Destinys Daughter,Rebecca Brandewyne,2001.0,Mira
1551667835,0.0,Blind Faith,Christiane Heggan,2001.0,Mira
1551667851,0.75,No Defense (Barbara Holloway Novels (Paperback)),Kate Wilhelm,2001.0,Mira
155166786X,2.0,Tears Of The Renegade,Linda Howard,2001.0,Mira
1551667886,0.0,No Other Love,Candace Camp,2001.0,Mira
1551667894,2.081081081081081,Four Seasons,Mary Alice Monroe,2001.0,Mira
1551667908,2.25,Carriage House,Carla Neggers,2001.0,Mira
1551667916,3.230769230769231,Loving Jessie,Dallas Schulze,2002.0,Mira Books
1551667932,1.8181818181818181,Devil'S Own,Sandra Brown,2001.0,Mira
1551667940,2.1578947368421053,Bone Cold,Erica Spindler,2001.0,Mira
1551667959,1.1481481481481481,7b,Stella Cameron,2001.0,Mira
1551667967,1.173913043478261,Dead End,Helen Myers,2001.0,Mira
1551667975,0.5714285714285714,South Of Sanity,Suzann Ledbetter,2001.0,Mira
1551668009,1.7241379310344827,Always Dakota,Debbie Macomber,2001.0,Mira
1551668017,4.476190476190476,Firebrand (Mira Historical Romance),Susan Wiggs,2001.0,Mira
1551668041,2.9,Cowboy And The Lady,Diana Palmer,2001.0,Mira
1551668068,1.9655172413793103,Fox River,Emilie Richards,2001.0,Mira
1551668076,2.3076923076923075,Gathering Lies,Meg O'Brien,2001.0,Mira
1551668084,1.9736842105263157,Storm Warning,Dinah Mccall,2001.0,Mira
1551668114,2.909090909090909,Thursdays At Eight,Debbie Macomber,2001.0,Mira
1551668122,1.8421052631578947,Night Of The Black Bird,Heather Graham,2001.0,Mira
1551668130,2.1333333333333333,The Widow,Anne Stuart,2001.0,Mira
1551668157,1.9130434782608696,About That Man,Sherryl Woods,2001.0,Mira
1551668165,0.0,Shaker Run,Karen Harper,2001.0,Mira
1551668181,2.0,Innocents Club,Taylor Smith,2001.0,Mira
155166819X,1.76,Clay,Jennifer Blake,2001.0,Mira
155166822X,2.0833333333333335,T L C,Barbara Delinsky,2001.0,Mira
1551668246,2.066666666666667,Perfect Evil (Maggie O'Dell Novels (Paperback)),Alex Kava,2001.0,Mira
1551668254,1.4444444444444444,Road Taken,Rona Jaffe,2001.0,Mira
1551668270,3.064516129032258,Cold Tea On A Hot Day,Curtiss Matlock,2001.0,Mira
1551668289,3.2142857142857144,Looking For Laura,Judith Arnold,2001.0,Mira
1551668300,1.9180327868852458,16 Lighthouse Road,Debbie Macomber,2001.0,Mira
1551668343,0.7692307692307693,Call After Midnight,Tess Gerritsen,2001.0,Mira
155166836X,1.1,Last Lover,Laura Van Wormer,2001.0,Mira
1551668378,2.742857142857143,Halfway To Heaven,Susan Wiggs,2001.0,Mira
1551668386,2.0,Conspiracy,Jasmine Cresswell,2001.0,Mira
1551668394,1.8333333333333333,Wedding Party,Robyn Carr,2001.0,Mira
1551668416,1.8,Buffalo Valley,Debbie Macomber,2001.0,Mira
1551668424,3.6363636363636362,Fifth Daughter,Elaine Coffman,2001.0,Mira
1551668432,2.3793103448275863,Texas Ranger,Diana Palmer,2001.0,Mira
1551668440,1.5151515151515151,Snowfall,Sharon Sala,2001.0,Mira
1551668459,1.7346938775510203,Cabin,Carla Neggers,2002.0,Mira
1551668467,1.5833333333333333,Deepest Water,Kate Wilhelm,2001.0,Mira
1551668483,2.3333333333333335,North Of Clever,Suzann Ledbetter,2001.0,Mira
1551668513,3.4166666666666665,Wedding Night,Jayne Ann Krentz,2001.0,Mira
1551668521,1.3,Reckless Encounter,Rosemary Rogers,2001.0,Mira
1551668599,1.6363636363636365,Trust Me Once,Jan Coffey,2001.0,Mira
1551668602,1.9333333333333333,"First, Best And Only",Barbara Delinsky,2001.0,Mira
1551668637,2.2083333333333335,New Attitude,Charlotte Hughes,2001.0,Mira
1551668645,0.9,Slow Burn,Heather Graham,2001.0,Mira
1551668653,2.3714285714285714,Getting Rid Of Bradley,Jennifer Crusie,2001.0,Mira
1551668696,2.6666666666666665,Courage Tree,Diane Chamberlain,2002.0,Mira
155166870X,1.0714285714285714,Moment Of Truth,Christiane Heggan,2002.0,Mira
1551668718,1.25,Colonel'S Daughter,Merline Lovelace,2002.0,Mira
1551668726,2.5,Death Qualified (Barbara Holloway Novels (Paperback)),Kate Wilhelm,2002.0,Mira
1551668769,2.5416666666666665,With A Southern Touch,Diana Palmer,2002.0,Mira
1551668777,2.7777777777777777,So Wild A Heart,Candace Camp,2002.0,Mira
1551668785,2.230769230769231,Final Stand,Helen Myers,2002.0,Mira
1551668807,1.8181818181818181,Lightkeeper,Susan Wiggs,2002.0,Mira Books
1551668815,0.7,Fulfillment,Barbara Delinsky,2002.0,Mira
1551668831,1.8636363636363635,Orphan,Stella Cameron,2002.0,Mira
155166884X,2.369565217391304,Doing Good,Pamela Morsi,2002.0,Mira Books
1551668858,2.4285714285714284,July Thunder,Rachel Lee,2002.0,Mira
1551668866,3.03125,Twilight Hunger,Maggie Shayne,2002.0,Mira Books
1551668874,1.3333333333333333,Heartbreaker,Linda Howard,2002.0,Mira
1551668904,2.357142857142857,Honor Bound,Sandra Brown,2002.0,Mira Books
1551668912,2.296875,Thursday'S At Eight,Debbie Macomber,2002.0,Mira
1551668920,1.6363636363636365,A Season Of Miracles,Heather Graham,2002.0,Mira
1551668939,0.8846153846153846,Scandalous Miss Howard (Mira Historical Romance),Nan Ryan,2002.0,Mira
1551668947,2.0789473684210527,White Mountain,Dinah Mccall,2002.0,Mira
155166898X,1.8636363636363635,"Wade (Blake, Jennifer, Louisiana Gentlemen Series.)",Jennifer Blake,2002.0,Mira
1551668998,2.090909090909091,Beach House,Mary Alice Monroe,2002.0,Mira
1551669005,1.4210526315789473,Parting Gifts,Charlotte Allen,2002.0,Mira
1551669013,1.7333333333333334,Ask Anyone,Sherryl Woods,2002.0,Mira Books
1551669021,1.6571428571428573,Like Silk,Mary Lynn Baxter,2002.0,Mira
155166903X,1.8571428571428572,The Ties That Bind,Jayne Ann Krentz,2002.0,Mira
1551669048,2.090909090909091,Warrior,Elizabeth Lowell,2002.0,Mira
1551669072,2.142857142857143,Desperate Measures (Barbara Holloway Novels (Paperback)),Kate Wilhelm,2002.0,Mira
1551669080,1.7222222222222223,Still Lake,Anne Stuart,2002.0,Mira
1551669099,1.2692307692307692,The Stone Forest,Karen Harper,2002.0,Mira
1551669102,0.0,Blood Roses,Jeanette Baker,2002.0,Mira
1551669129,1.4285714285714286,Golden Lasso,Fern Michaels,2002.0,Mira
1551669137,1.375,A Wolf In Sheep's Clothing,Joan Johnston,2002.0,Mira
1551669153,2.3653846153846154,Split Second (Maggie O'Dell Novels (Paperback)),Alex Kava,2001.0,Mira
1551669161,3.8,Prescribed Danger (Dr. Rhea Lynch Novels),Gwen Hunter,2002.0,Mira
155166917X,1.5789473684210527,At The Corner Of Love And Heartache,Curtiss Ann Matlock,2002.0,Mira
1551669188,2.1176470588235294,Love In Bloom's,Judith Arnold,2002.0,Mira
1551669196,2.4,Twice Burned (Mira Romantic Suspense),Jan Coffey,2002.0,Mira
1551669226,1.75,The Hidden Heart,Candace Camp,2002.0,Mira
1551669234,1.4651162790697674,Stonebrook Cottage,Carla Neggers,2002.0,Mira
1551669250,2.3636363636363638,West Of Bliss,Suzann Ledbetter,2002.0,Mira
1551669293,1.8333333333333333,204 Rosewood Lane,Debbie Macomber,2002.0,Mira
1551669307,1.6571428571428573,A Gift To Last,Debbie Macomber,2002.0,Mira
1551669315,1.44,The Third Wife,Jasmine Cresswell,2002.0,Mira
1551669323,1.8823529411764706,Crimson Rain,Meg O'Brien,2002.0,Mira
1551669358,2.8181818181818183,Keeper Of The Bride,Tess Gerritsen,2002.0,Mira
1551669374,1.6071428571428572,Sisters Found,Joan Johnston,2002.0,Mira
1551669382,1.3235294117647058,Enchanted Afternoon,Susan Wiggs,2002.0,Mira
1551669390,2.54,Dark Water (Mira Romantic Suspense),Sharon Sala,2002.0,Mira
1551669404,4.1875,Just Over The Mountain,Robyn Carr,2002.0,Mira
1551669412,3.7083333333333335,Hot Shot,Charlotte Hughes,2002.0,Mira
1551669447,2.2142857142857144,The Christmas Basket,Debbie Macomber,2002.0,Mira
1551669455,2.6666666666666665,Deadly Grace,Taylor Smith,2003.0,Mira Books
1551669463,1.8125,The Italian,Elaine Coffman,2002.0,Mira
1551669471,0.42857142857142855,Trouble Becomes Her,Laura Van Wormer,2002.0,Mira
155166948X,3.037037037037037,Prince Joe,Suzanne Brockmann,2002.0,Mira
1551669498,2.3181818181818183,Girls Night,Stef Ann Holm,2002.0,Mira
1551669501,4.75,Diamond Spur,Diana Palmer,2002.0,Mira
155166951X,2.4390243902439024,What The Lady Wants,Jennifer Crusie,2002.0,Mira
1551669552,2.8095238095238093,Along Came Trouble,Sherryl Woods,2002.0,Mira
1551669560,3.0,Marry A Man Who Will Dance,Ann Major,2002.0,Mira
1551669587,3.769230769230769,Uneasy Alliance,Jayne Ann Krentz,2002.0,Mira
1551669609,1.2105263157894737,All Fall Down,Erica Spindler,2002.0,Mira
1551669617,1.0714285714285714,Fortune,Erica Spindler,2002.0,Mira
1551669625,1.6923076923076923,Shocking Pink,Erica Spindler,2002.0,Mira
1551669633,3.0588235294117645,Cause For Alarm,Erica Spindler,2002.0,Mira
1552780724,1.2727272727272727,Just A Minute More - Glimpses of our Great Canadian Heritage,Marsha Boulton,1999.0,McArthur & Company
1552781542,2.8333333333333335,Prodigy,Nancy Huston,2000.0,McArthur Publishing
1555611435,5.416666666666667,Your Pregnancy: Week by Week (Your Pregnancy Series),Glade B. Curtis M.D. OB/GYN,1997.0,Perseus Books Group
1555837336,3.4210526315789473,Screening Party,Dennis Hensley,2002.0,Consortium
1555910807,1.9545454545454546,Biblioholism: The Literary Addiction,Tom Raabe,1991.0,Fulcrum Publishing
1555912400,3.2,Biblioholism: The Literary Addiction,Tom Raabe,2001.0,Fulcrum Publishing
1556524412,4.1,The Egyptian: A Novel,Mika Waltari,2002.0,Chicago Review Press
1556610351,1.5,"Love Takes Wing (Love Comes Softly, Book 7)",Janette Oke,1988.0,Bethany House
1556610661,1.8,"Vienna Prelude (Zion Covenant/Bodie Thoene, Bk 1)",Bodie Thoene,1989.0,Bethany House Publishers
1556611188,2.2,The Calling of Emily Evans (Women of the West (Paperback Bethany House)),Janette Oke,1990.0,Bethany House Publishers
1556612257,3.142857142857143,A Woman Named Damaris (Women of the West),Janette Oke,1991.0,Bethany House Publishers
155661327X,3.4,A Bride for Donnigan (Women of the West Series),Janette Oke,1993.0,Bethany House Publishers
155661683X,2.4285714285714284,A Gown of Spanish Lace (Women of the West),Janette Oke,1995.0,Bethany House Publishers
1556618662,2.5714285714285716,"The Shunning (Heritage of Lancaster County/Beverly Lewis, 1)",Beverly Lewis,1997.0,Bethany House Publishers
1557482640,3.3636363636363638,365 Read-Aloud Bedtime Bible Stories,Daniel Partner,1993.0,Barbour Publishing
1557731136,2.8333333333333335,The Damnation Game,Clive Barker,1988.0,Jove Books
1557732647,0.0,Unnatural Causes,Thomas Noguchi,1989.0,Jove Books
1557733856,3.3,A New Leash on Death,Susan Conant,1990.0,Berkley Pub Group
1558175555,0.0,"Sex, Money, and Murder in Daytona Beach",Lee Butcher,1991.0,Pinnacle Books
1558500510,3.7,365 Tv-Free Activities You Can Do With Your Child,Steve Bennett,1991.0,Adams Media Corp
1558506462,6.052631578947368,Small Miracles: Extraordinary Coincidences from Everyday Life,Yitta Halberstam,1997.0,Adams Media Corporation
1558531025,3.608108108108108,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),H. Jackson Brown,1991.0,Thomas Nelson
1558531564,3.875,"Live and Learn and Pass It on: People Ages 5 to 95 Share What They'Ve Discovered About Life, Love, and Other Good Stuff (Live & Learn &amp; Pass It on)",H. Jackson Brown,1992.0,Thomas Nelson
1558532161,4.545454545454546,Life's Little Instruction Book; Volume II,H. Jackson Brown,1993.0,Thomas Nelson Inc
1558532331,3.5555555555555554,Postcards From Life's Little Instruction Book,"H. Jackson, Jr. Brown",1993.0,Rutledge Hill Press
1558532854,4.545454545454546,Postcards from Live and Learn and Pass It on,"H. Jackson, Jr. Brown",1994.0,Rutledge Hill Press
1558533109,2.909090909090909,The Little Book Of Christmas Joys : 432 Things to Do for Yourself and Others that Just Might Make this the Best Christmas Ever,"H. Jackson, Jr. Brown",1994.0,Rutledge Hill Press
1558533311,2.5454545454545454,"Live and Learn and Pass It on: People Ages 5 to 95 Share What They'Ve Discovered About Life, Love, and Other Good Stuff (Live & Learn &amp; Pass It on)",H. Jackson Brown,1995.0,Thomas Nelson
1558533729,4.0,"America's Dumbest Criminals : Wild and Weird Stories of Fumbling Felons, Clumsy Crooks, and Ridiculous Robbers",Daniel R. Butler,1995.0,Rutledge Hill Press
1558538445,3.6923076923076925,I Hope You Dance,Mark D. Sanders,2000.0,Rutledge Hill Press
155874262X,3.3,Chicken Soup for the Soul (Chicken Soup for the Soul),Jack Canfield,1993.0,Health Communications
1558743316,2.588235294117647,A 2nd Helping of Chicken Soup for the Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1994.0,Health Communications
1558743324,6.333333333333333,A 2nd Helping of Chicken Soup for the Soul: 101 More Stories to Open the Heart and Rekindle the Spirit,Jack Canfield,1994.0,HCI
1558743669,3.5194174757281553,"A Child Called \""It\"": One Child's Courage to Survive",Dave Pelzer,1995.0,Health Communications
1558743790,2.72972972972973,A 3rd Serving of Chicken Soup for the Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1996.0,Health Communications
1558744029,2.6666666666666665,Chicken Soup for the Surviving Soul: 101 Healing Stories to Comfort Cancer Patients and Their Loved Ones,Jack Canfield,1996.0,Health Communications
1558744142,2.3,Condensed Chicken Soup for the Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1996.0,Health Communications
1558744150,3.467741935483871,Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1996.0,Health Communications
1558744215,3.2,A Cup of Chicken Soup for the Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1996.0,Health Communications
155874424X,4.0344827586206895,Chicken Soup for the Soul at Work (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1996.0,Health Communications
1558744290,3.5,Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Cloth)),Jack Canfield,1996.0,Health Communications
1558744592,3.8292682926829267,A 4th Course of Chicken Soup for the Soul: 101 More Stories to Open the Heart and Rekindle the Spirit,Jack Canfield,1997.0,Health Communications
1558744606,2.018867924528302,Chicken Soup for the Mother's Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1997.0,Health Communications
1558744630,2.7555555555555555,Chicken Soup for the Teenage Soul (Chicken Soup for the Soul),Jack Canfield,1997.0,Health Communications
1558745017,3.739130434782609,Chicken Soup for the Christian Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1997.0,Health Communications
1558745157,3.6307692307692307,The Lost Boy: A Foster Child's Search for the Love of a Family,Dave Pelzer,1997.0,Health Communications
1558745432,4.333333333333333,A 5th Portion of Chicken Soup for the Soul : 101 Stories to Open the Heart and Rekindle the Spirit,Jack Canfield,1998.0,Health Communications
1558745629,2.8333333333333335,Chicken Soup for the Country Soul (Chicken Soup for the Soul),Jack Canfield,1998.0,HCI
1558745718,3.3896103896103895,Chicken Soup for the Pet Lover's Soul (Chicken Soup for the Soul),Jack Canfield,1998.0,Health Communications
1558745726,1.0555555555555556,Chicken Soup for the Pet Lover's Soul (Chicken Soup for the Soul (Hardcover Health Communications)),Jack Canfield,1998.0,Health Communications
1558746099,3.2962962962962963,"Chicken Soup for the Kid's Soul : 101 Stories of Courage, Hope and Laughter (Chicken Soup for the Soul (Paperback Health Communications))",Jack Canfield,1998.0,HCI
1558746161,3.13953488372093,Chicken Soup for the Teenage Soul II (Chicken Soup for the Soul Series),Jack Canfield,1998.0,HCI Teens
1558746226,3.975609756097561,A Second Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series),Jack Canfield,1998.0,Health Communications
1558746463,2.4210526315789473,Chicken Soup for the Couple's Soul (Chicken Soup for the Soul),Jack Canfield,1999.0,HCI
1558746587,0.4666666666666667,Chicken Soup for the Golfer's So (Chicken Soup for the Soul),Jack Canfield,1999.0,Health Communications
1558746625,4.5,A 6th Bowl of Chicken Soup for the Soul (Chicken Soup for the Soul),Canfield. Jack,1999.0,Health Communications
1558746986,3.857142857142857,Chicken Soup for the Unsinkable Soul - Stories of Triumphing Over Life's Obstacles,Jack Canfield,1999.0,Health Communications
1558747028,2.693877551020408,Chicken Soup for the College Soul : Inspiring and Humorous Stories for College Students (Chicken Soup for the Soul),Jack Canfield,1999.0,Health Communications
1558747060,3.5833333333333335,"Chicken Soup for the Single's Soul - 101 Stories of Love and Inspiration for the Single, Divorced and Widowed",Jack Canfield,1999.0,Health Communications
1558747109,3.710526315789474,"Chicken Soup for the Cat and Dog Lover's Soul - Celebrating Pets as Family with Stories About Cats, Dogs and Other Critters",Jack Canfield,1999.0,Health Communications
1558747346,3.8125,"Teen Love:  On Relationships, A Book for Teenagers",Kimberly Kirberger,1999.0,Health Communications
1558747478,1.3636363636363635,"Chicken Soup for the Parent's Soul : 101 Stories of Loving, Learning and Parenting (Chicken Soup for the Soul (Paper))",Mark Victor Hansen,2000.0,Health Communications
1558747613,3.1904761904761907,"Chicken Soup for the Teenage Soul III : More Stories of Life, Love and Learning (Chicken Soup for the Soul)",Jack Canfield,2000.0,HCI Teens
1558747699,2.875,Chicken Soup for the Writer's Soul : Stories to Open the Heart and Rekindle the Spirit of Writers (Chicken Soup for the Soul),Jack Canfield,2000.0,Health Communications
1558747966,2.6153846153846154,Chicken Soup for the Expectant Mother's Soul,Jack Canfield,2000.0,Health Communications
1558748008,3.3846153846153846,"Chicken Soup for the Preteen Soul - 101 Stories of Changes, Choices and Growing Up for Kids, ages 10-13",Jack Canfield,2000.0,Health Communications
